id,n_moa,is_Activated
id_038de6eda,0,False
id_0391c4468,1,True
id_03921ca7e,1,True
id_0393ac9ae,1,True
id_039427e27,1,True
id_0394d3d38,1,True
id_039a40bd2,0,False
id_039a6024d,1,True
id_039ab27b6,1,True
id_039cfc65b,0,False
id_039ec0a59,2,True
id_03a148573,1,True
id_03a2ff06f,1,True
id_03a6b6129,1,True
id_03adbd2e9,1,True
id_03aeb5688,1,True
id_03b10f32f,1,True
id_03b3801ce,1,True
id_03b3b0015,0,False
id_03b676646,1,True
id_03b910fe7,1,True
id_03bc6d412,0,False
id_03bdbab43,2,True
id_03c043141,1,True
id_03c5df6d2,0,False
id_03ccb7188,1,True
id_03cdc1e3d,0,False
id_03d448466,1,True
id_03d4e1eee,0,False
id_03d57c47a,1,True
id_03d687876,1,True
id_03db4e0c9,1,True
id_03dbc3ba0,0,False
id_03dd91d6c,2,True
id_03ddcc10b,1,True
id_03de5a1fc,1,True
id_03dfaea89,2,True
id_03e015331,1,True
id_03e046ece,0,False
id_03e2b01f2,1,True
id_03e3a6c88,1,True
id_03ebe50a1,1,True
id_03ee69030,0,False
id_03ee99eeb,1,True
id_03f1f6d7d,1,True
id_03f45f96c,0,False
id_0401ebb59,0,False
id_0402f3976,1,True
id_0403aeeaa,1,True
id_040417fb9,1,True
id_0405b554c,0,False
id_040956aef,0,False
id_040d1db4b,0,False
id_040d3e4fa,0,False
id_041040719,1,True
id_0412ac62d,1,True
id_04171c41d,1,True
id_0417e8df2,0,False
id_041beba5f,0,False
id_041c9ef8e,1,True
id_041d3830e,0,False
id_04226b769,0,False
id_04244deaa,1,True
id_0424a1c67,1,True
id_042d17a15,1,True
id_042d724d6,1,True
id_042e03163,0,False
id_0432290a5,1,True
id_04356d6be,1,True
id_0435d7193,0,False
id_04368170e,0,False
id_04372d73c,2,True
id_043cad7db,1,True
id_044367eb7,1,True
id_044718c9e,1,True
id_04471f82a,0,False
id_0448572eb,1,True
id_044912271,1,True
id_04495c8c8,1,True
id_044ebfd4a,1,True
id_044f98b25,0,False
id_0453e385b,1,True
id_0456e6cc2,1,True
id_045985616,3,True
id_045d1b7ce,1,True
id_045d9c804,0,False
id_045df8f64,0,False
id_046098431,0,False
id_04613f1ad,2,True
id_04627f6cf,1,True
id_0464a03aa,1,True
id_0468ecb01,1,True
id_046b5b1cf,0,False
id_046d8db84,0,False
id_046f15ae4,0,False
id_0472e4637,0,False
id_047537e4d,0,False
id_047715270,2,True
id_04778cacb,0,False
id_04780e3e4,1,True
id_047eb1868,0,False
id_04819226e,1,True
id_0481e7f4b,2,True
id_04827da4d,1,True
id_04865a9b9,1,True
id_048a25f6d,1,True
id_048b6275f,1,True
id_048cba0db,0,False
id_048cdfd4b,0,False
id_048d2db1b,1,True
id_0490d37cd,0,False
id_049105679,0,False
id_049457e6d,1,True
id_049604b47,1,True
id_049878d88,0,False
id_04990214e,0,False
id_049e1bf88,1,True
id_04a1f5a6e,0,False
id_04a50b246,1,True
id_04aa7e465,0,False
id_04adcf161,1,True
id_04ae37769,0,False
id_04b146d4d,0,False
id_04b217d00,1,True
id_04b671b1e,0,False
id_04c008e0e,0,False
id_04c164dd4,2,True
id_04c32bbd2,1,True
id_04c5ffcfd,1,True
id_04cb4ecb4,1,True
id_04d5c9f3c,1,True
id_04d653fe4,0,False
id_04da0fb55,1,True
id_04da5bea0,0,False
id_04db8fcfd,0,False
id_04e619b65,0,False
id_04e7a9e1b,1,True
id_04e7ef0c5,0,False
id_04e848e80,0,False
id_04e85bd3d,0,False
id_04e8ce446,1,True
id_04eab6e8d,1,True
id_04f45df68,0,False
id_04f805f61,2,True
id_04fd87377,1,True
id_04ff859c7,1,True
id_04ffec848,1,True
id_0501cc8c0,0,False
id_050711b03,3,True
id_0507fd0bd,0,False
id_050b88c21,1,True
id_050e741df,0,False
id_050f54b44,1,True
id_0511cfda7,0,False
id_0516434ac,1,True
id_051b04e7a,0,False
id_051bc3547,1,True
id_051c94bc8,1,True
id_051ccced6,0,False
id_051dbf5c8,0,False
id_05227abd1,1,True
id_0522a53df,0,False
id_052495ec9,0,False
id_052542ca1,1,True
id_0526295a5,0,False
id_05271b5aa,1,True
id_05287ba6c,1,True
id_0529498cb,1,True
id_052a78696,1,True
id_052f54a1b,1,True
id_0536d3269,0,False
id_05375510c,1,True
id_053e02667,0,False
id_05400ab11,1,True
id_0540547fa,1,True
id_054206964,1,True
id_0544f8fa6,2,True
id_05459baf6,1,True
id_0545ae188,1,True
id_0546da774,1,True
id_05487da6c,1,True
id_0548e212c,0,False
id_054dd9e1d,2,True
id_054e0e423,0,False
id_055047feb,0,False
id_0551c9260,1,True
id_0552d7a6e,0,False
id_05561a0c3,0,False
id_05573b066,0,False
id_05584405a,2,True
id_055d4f04f,0,False
id_055def204,0,False
id_055f00bf7,1,True
id_0560f34cd,1,True
id_05617ce74,1,True
id_0563e1056,1,True
id_0565d8be2,1,True
id_05664d45e,0,False
id_0566db8ed,0,False
id_057162de2,1,True
id_057588ef8,1,True
id_0577dc7cb,0,False
id_05786a8fd,2,True
id_057a29ae9,1,True
id_057c57231,0,False
id_057cb4ee2,0,False
id_057d81388,1,True
id_057ff1bfb,0,False
id_0581f64ee,1,True
id_0582e610a,0,False
id_0583e4a97,1,True
id_058b09267,1,True
id_05923ca7e,0,False
id_059593bb9,0,False
id_0598a396a,1,True
id_059db2229,1,True
id_059df83ef,1,True
id_05a43e02a,0,False
id_05a879aa0,0,False
id_05aa3a203,1,True
id_05acecb88,1,True
id_05ae06798,0,False
id_05b14f5f6,1,True
id_05b817224,1,True
id_05b92cf23,0,False
id_05bb9c82d,0,False
id_05bd7e0e4,0,False
id_05be6f34e,1,True
id_05c10f90d,1,True
id_05c14e503,0,False
id_05c530eaf,1,True
id_05c65b056,0,False
id_05c7b4bc1,0,False
id_05c97e778,1,True
id_05cb1625e,2,True
id_05cbc2a3b,1,True
id_05cc21222,0,False
id_05cce3bcb,1,True
id_05d6aa34c,0,False
id_05d7f86a7,1,True
id_05da7422b,2,True
id_05dc1b135,0,False
id_05dd8f8d7,0,False
id_05df28c5e,1,True
id_05e1f6eaa,0,False
id_05e3f9e7f,0,False
id_05e7f604e,0,False
id_05e90b72c,0,False
id_05ea3a52e,1,True
id_05f9f6422,2,True
id_05f9f9c2c,1,True
id_05f9ffc64,1,True
id_05fab8e6e,1,True
id_05fc1d2eb,0,False
id_060539684,0,False
id_06080a846,2,True
id_0609b9918,1,True
id_060a6338d,1,True
id_060c9abea,0,False
id_060f3a8d6,3,True
id_06100bd1f,1,True
id_061062e99,0,False
id_061199516,1,True
id_06121faaa,1,True
id_061480bcf,1,True
id_061703238,1,True
id_06189ce9a,0,False
id_061c38228,1,True
id_061f79f0f,1,True
id_062ae82df,1,True
id_062b9b1c2,0,False
id_062d58813,1,True
id_062e996d7,1,True
id_062f184ff,2,True
id_06312a113,0,False
id_06393af9f,1,True
id_06395227f,0,False
id_063bb8a11,2,True
id_063def5c5,1,True
id_063e8e7d6,4,True
id_063ecfe30,1,True
id_063f2f075,1,True
id_06428d31f,1,True
id_0644c9ffc,0,False
id_064603dcb,0,False
id_0646ece8b,1,True
id_0648abd5f,1,True
id_064901c0f,0,False
id_064a09952,0,False
id_064a6e22c,1,True
id_064ac77f9,1,True
id_0651a3ed7,1,True
id_0652a43ab,0,False
id_06562f945,0,False
id_0658dda75,1,True
id_065968a5b,1,True
id_065985006,2,True
id_065af93a8,0,False
id_065bc9648,1,True
id_065e12f9e,1,True
id_065f1df01,0,False
id_065f38d2e,0,False
id_06600f2fa,1,True
id_0661ac1ee,0,False
id_0661dcea9,0,False
id_0663b072f,0,False
id_06674ea0c,0,False
id_06689feb9,1,True
id_06691a110,0,False
id_066adb43f,1,True
id_066af2d5e,1,True
id_067111b8e,0,False
id_0676db14f,3,True
id_067798631,2,True
id_067a17aaa,2,True
id_067c6f57c,1,True
id_068246406,0,False
id_06834da34,2,True
id_06852166f,0,False
id_068573b37,0,False
id_068b49e92,1,True
id_068d2e8e2,1,True
id_068e73c22,1,True
id_068ecbfee,0,False
id_06903484e,0,False
id_0691129aa,1,True
id_0692694d4,0,False
id_0693d1c7a,1,True
id_0693fe83a,1,True
id_069470d9c,1,True
id_0699adc64,1,True
id_069b1fc41,1,True
id_069e56abb,0,False
id_06a0e7b16,1,True
id_06a4a1ba5,0,False
id_06a825b1e,0,False
id_06acc804d,0,False
id_06b298229,0,False
id_06b45cc83,1,True
id_06b620d6c,0,False
id_06b8d575d,1,True
id_06bae2ece,1,True
id_06bc2082e,1,True
id_06c10d4b9,0,False
id_06c151919,2,True
id_06c1d93d7,0,False
id_06c529956,1,True
id_06c5f2714,0,False
id_06c697773,1,True
id_06c867db3,1,True
id_06cdf6042,1,True
id_06cfcd793,0,False
id_06d23164f,0,False
id_06d32f557,0,False
id_06d514a5f,0,False
id_06d5bda32,0,False
id_06d5f8a2b,0,False
id_06de1ba70,1,True
id_06e63ab8b,1,True
id_06e966d58,1,True
id_06ec6d4c8,1,True
id_06f86780b,1,True
id_06f87b97e,0,False
id_06fe6d5c0,1,True
id_0700f77b9,2,True
id_0705f2102,1,True
id_07060fa4f,2,True
id_0708b120e,1,True
id_070e27c05,1,True
id_070e69925,1,True
id_070ea08b8,0,False
id_0711bc6dd,3,True
id_071258523,0,False
id_07157f4f7,0,False
id_0716fb9f0,1,True
id_071cf3fce,0,False
id_0723503c2,0,False
id_0729e9a15,1,True
id_072ad147c,0,False
id_072f6f8f8,0,False
id_073128f9c,1,True
id_073475337,1,True
id_07352f790,1,True
id_073a5741a,2,True
id_073c44be2,0,False
id_073fe3298,0,False
id_07422aba7,0,False
id_0744dac2a,2,True
id_074a6bf37,0,False
id_074f5a92f,1,True
id_0751987f5,0,False
id_0751b1418,0,False
id_075252e18,1,True
id_0755f688c,1,True
id_075a6a517,1,True
id_075cdb4e0,0,False
id_075d82473,0,False
id_0766ae82e,1,True
id_0769c8cbb,2,True
id_076b6a254,1,True
id_076d60cd5,1,True
id_0773d8535,1,True
id_07743ad4d,1,True
id_077751a34,1,True
id_077926440,0,False
id_077b92c37,0,False
id_07804fe1e,1,True
id_078118770,1,True
id_078271c0d,1,True
id_078392deb,0,False
id_078a2d965,0,False
id_078a8d19e,0,False
id_078f0b0a3,1,True
id_07925a0a2,0,False
id_0797bcf33,1,True
id_079aaac43,0,False
id_079b94eff,1,True
id_079e18463,2,True
id_07a150333,1,True
id_07a34a85d,1,True
id_07a3f0b51,0,False
id_07a4dae3a,0,False
id_07a767b69,0,False
id_07a9c2eb6,0,False
id_07aa71c12,2,True
id_07accbce3,1,True
id_07af3f84b,1,True
id_07b1f6bdb,1,True
id_07b7426b2,0,False
id_07b926e41,1,True
id_07b96530c,0,False
id_07bda871a,0,False
id_07bea2205,0,False
id_07c00d1f2,1,True
id_07c11cafa,1,True
id_07c1666ac,1,True
id_07c25e5d6,0,False
id_07c89c72d,2,True
id_07d9022db,1,True
id_07da0461f,2,True
id_07dca0937,3,True
id_07de073c5,0,False
id_07e154ba8,1,True
id_07e288fbd,0,False
id_07e2e03f1,0,False
id_07e3bf901,0,False
id_07e58c049,1,True
id_07e69f968,1,True
id_07e7afe80,0,False
id_07e83bc76,0,False
id_07ea19e48,1,True
id_07ec3439a,1,True
id_07ecb3e85,0,False
id_07ed3e7d0,0,False
id_07ed6ce4d,1,True
id_07f2731b8,1,True
id_07f48c9c1,1,True
id_07f7bedce,0,False
id_07f96f130,0,False
id_07fd62b7b,1,True
id_07fdbf51e,0,False
id_07fe5c8ac,1,True
id_07fea82ef,0,False
id_08040a5f1,2,True
id_08040e109,1,True
id_08068cc60,1,True
id_0807526e6,1,True
id_08079b8fe,1,True
id_080914592,0,False
id_080cbfb09,0,False
id_080ee8072,0,False
id_08124df5c,1,True
id_0815ab35b,2,True
id_0817d555c,1,True
id_081867eb0,0,False
id_0818efde4,1,True
id_082451f20,1,True
id_082717db1,1,True
id_0829c8125,0,False
id_082a56c73,1,True
id_082aba7b4,1,True
id_082c2743c,0,False
id_083216179,1,True
id_083245ac2,0,False
id_08371c7fe,0,False
id_083e690fb,0,False
id_0840fff5f,0,False
id_0841e44d0,1,True
id_08422d62f,0,False
id_084972c31,0,False
id_084a7d4cf,0,False
id_08512ff16,1,True
id_085234929,1,True
id_0853041ac,0,False
id_08551cb80,0,False
id_08569883c,1,True
id_085905dd9,1,True
id_085efcefc,1,True
id_085f9d65b,1,True
id_086481895,1,True
id_08671b974,0,False
id_0868d3b43,0,False
id_086f02dce,0,False
id_0873e765c,0,False
id_08773b1bc,1,True
id_087a9b0c4,1,True
id_087af9211,1,True
id_087d5ac3b,0,False
id_087e25143,0,False
id_087eef483,1,True
id_087f45b0c,1,True
id_087f99aa5,0,False
id_0880ae443,1,True
id_0880ea33c,1,True
id_0882a2944,0,False
id_0883aa5a9,1,True
id_0885a5d3c,2,True
id_08895fbd5,1,True
id_088a97025,1,True
id_088eaa4d4,1,True
id_08921988f,2,True
id_089297df9,0,False
id_08944f6e7,1,True
id_089684aa3,0,False
id_0897eb75c,1,True
id_08981fad1,1,True
id_0898dced4,1,True
id_08a284550,0,False
id_08a7125a6,0,False
id_08a79bdc1,0,False
id_08a7e5edb,0,False
id_08a9df853,0,False
id_08aa2650c,1,True
id_08abaa033,0,False
id_08aeb6e62,2,True
id_08b0e7b17,0,False
id_08b1a6056,0,False
id_08bdc0f31,1,True
id_08bf3141f,0,False
id_08c0779c0,1,True
id_08c0cb1c4,0,False
id_08c603d85,0,False
id_08c6c9b16,1,True
id_08c71c324,1,True
id_08c767903,0,False
id_08c91b32c,1,True
id_08c941d58,1,True
id_08ca53ec0,1,True
id_08cb20d26,0,False
id_08cbe21a9,1,True
id_08cc332d8,2,True
id_08cd1e6b2,0,False
id_08cf03104,1,True
id_08d1726b9,1,True
id_08d581ca8,1,True
id_08d6bd198,1,True
id_08d9b9f1a,1,True
id_08e5b2b3f,1,True
id_08e72d81b,1,True
id_08ec659cb,1,True
id_08f4c2673,1,True
id_08f556ff1,1,True
id_08f83e900,2,True
id_08f897793,0,False
id_08fbc6131,0,False
id_08ffed841,3,True
id_090a5343d,3,True
id_090cc7901,1,True
id_090d5faab,0,False
id_09104198b,1,True
id_09119dd46,1,True
id_091269bf0,0,False
id_091319dd9,0,False
id_0913c488a,1,True
id_091adeed4,0,False
id_091b0ebc7,0,False
id_0921fcf48,0,False
id_092277158,0,False
id_092515095,1,True
id_092c41e5d,0,False
id_0937b74ce,0,False
id_093a1f12f,0,False
id_093c31e74,1,True
id_093d03684,1,True
id_093dbbed3,0,False
id_093df434f,0,False
id_0946d43dc,0,False
id_09471a86e,1,True
id_0948b901f,1,True
id_094c6d526,0,False
id_094f7ddb9,1,True
id_095085268,1,True
id_095199600,0,False
id_0953ff5dd,0,False
id_0954ebba0,1,True
id_095a25978,1,True
id_095cd83b0,1,True
id_096364a52,1,True
id_096706890,1,True
id_09686bf3b,1,True
id_096ed240b,0,False
id_0971c8e23,0,False
id_0971f9b36,1,True
id_0974a9618,1,True
id_0977a12e6,1,True
id_097e87962,1,True
id_097fc1346,1,True
id_0980b2e6b,1,True
id_09820e86d,0,False
id_0986c77f8,3,True
id_0988777c6,1,True
id_098b9360c,0,False
id_098bf976e,1,True
id_098dfe9d2,1,True
id_098e6955f,2,True
id_099279d48,1,True
id_0993b8e8f,0,False
id_099460f03,0,False
id_0994f591a,1,True
id_099a7a509,2,True
id_099b61931,1,True
id_099d18017,2,True
id_099e7f7ac,1,True
id_09a335c57,1,True
id_09a6e55e5,0,False
id_09a874f4a,0,False
id_09aee8117,0,False
id_09b6435c1,0,False
id_09ba37a41,0,False
id_09ba7fbba,0,False
id_09bfb1fda,0,False
id_09bfc2b33,0,False
id_09c3d235a,1,True
id_09c43a51e,0,False
id_09c631ac1,0,False
id_09c81a187,0,False
id_09ca34d58,0,False
id_09d04c20a,1,True
id_09d635b26,1,True
id_09d705474,1,True
id_09db27a22,1,True
id_09dc3456c,0,False
id_09deba939,1,True
id_09e3c8f6a,1,True
id_09e4eea26,1,True
id_09e8bc7c4,0,False
id_09ee31cb4,1,True
id_09f358173,0,False
id_09f3986b3,2,True
id_09f3cdc66,1,True
id_09f8d2d75,1,True
id_09fb3ebaa,1,True
id_0a0b6d9f7,1,True
id_0a0da71c5,1,True
id_0a0e998a7,0,False
id_0a0f264bc,1,True
id_0a1002ac3,0,False
id_0a14301fd,0,False
id_0a19eb47e,0,False
id_0a1e3f40b,1,True
id_0a1eab6bf,1,True
id_0a233bd51,0,False
id_0a25453ae,1,True
id_0a2563125,0,False
id_0a2911bb7,0,False
id_0a29d6d51,1,True
id_0a2c2427a,0,False
id_0a2f3cf94,1,True
id_0a2fd6631,1,True
id_0a358b57c,0,False
id_0a36672a5,1,True
id_0a3aae228,1,True
id_0a3d3d43d,0,False
id_0a44065d9,0,False
id_0a44b08e2,1,True
id_0a4607931,1,True
id_0a4a280ff,1,True
id_0a4a9f6c8,1,True
id_0a5061676,1,True
id_0a50f2317,0,False
id_0a53ddedd,1,True
id_0a544b8fb,1,True
id_0a59e9aca,1,True
id_0a5b05083,0,False
id_0a5c99a2e,2,True
id_0a5e000bd,1,True
id_0a5efbcd4,0,False
id_0a615db6f,0,False
id_0a689d619,0,False
id_0a69a839d,2,True
id_0a6b39036,1,True
id_0a6c150af,1,True
id_0a6c60021,1,True
id_0a6d69ea1,1,True
id_0a7186869,0,False
id_0a735b9e5,2,True
id_0a76b96dd,1,True
id_0a77d2672,0,False
id_0a780ab20,0,False
id_0a7821620,1,True
id_0a7981d83,1,True
id_0a7a74f7d,1,True
id_0a7b379b6,1,True
id_0a7c53ac4,1,True
id_0a82498f6,0,False
id_0a87c2a73,0,False
id_0a88edc7b,1,True
id_0a8a23a29,1,True
id_0a8ef19f0,0,False
id_0a8fee0f8,0,False
id_0a9019628,1,True
id_0a9c4dd52,1,True
id_0a9cc746f,0,False
id_0a9d6a3d4,1,True
id_0a9e8ac96,1,True
id_0aa222481,0,False
id_0aa51a8e7,1,True
id_0aa5d414d,1,True
id_0aaca9960,0,False
id_0aace0edb,1,True
id_0aaffbc69,0,False
id_0ab1b6d41,1,True
id_0ab1d4566,1,True
id_0ab20de22,0,False
id_0ab26769c,1,True
id_0ab604ba6,1,True
id_0ab711eab,0,False
id_0ab7c6b73,1,True
id_0ababd7c2,2,True
id_0abd206f3,1,True
id_0ac0decf0,1,True
id_0ac6d1323,0,False
id_0ac7ad5ff,2,True
id_0aca77ae5,1,True
id_0ad06b9a9,1,True
id_0ad3a6e1c,1,True
id_0ad923248,1,True
id_0ada54b07,1,True
id_0add288cc,1,True
id_0adf4d26e,1,True
id_0adf9185a,0,False
id_0adfd954c,2,True
id_0adfef0c8,0,False
id_0ae13e757,0,False
id_0ae340f18,1,True
id_0ae57b471,0,False
id_0ae90846a,1,True
id_0aeeb1ee1,0,False
id_0aeef9aaf,1,True
id_0af0f4f2a,0,False
id_0af2fe74a,0,False
id_0af6dba54,1,True
id_0af8383aa,0,False
id_0af8a2e33,1,True
id_0afa41567,0,False
id_0affd89a8,0,False
id_0b000d4f5,0,False
id_0b0195542,1,True
id_0b04c7ac4,0,False
id_0b0561637,0,False
id_0b07df668,1,True
id_0b080e72f,1,True
id_0b093ddac,1,True
id_0b0a167f9,1,True
id_0b0b8a3e7,1,True
id_0b0d10adb,1,True
id_0b11a737c,0,False
id_0b13947d4,1,True
id_0b1665a55,1,True
id_0b172c1c2,2,True
id_0b1bf41a2,1,True
id_0b1fe2844,2,True
id_0b21ebc26,0,False
id_0b28cc4cd,1,True
id_0b2b8be57,0,False
id_0b2befa00,1,True
id_0b2f2d15f,1,True
id_0b30bd23d,1,True
